a	b	source	count
mennä	merille	fin_kanteletar_uudempia.txt	1
mennä	metsolahan	fin_kanteletar.txt	1
mennä	miehen	fin_kalevala.txt	2
mennä	mieleni	fin_kanteletar.txt	1
mennä	mieli	fin_kalevala.txt	1
mennä	mieli	fin_kanteletar.txt	1
mennä	mielit	fin_kalevala.txt	1
mennä	minne	fin_kalevala.txt	1
mennä	minne	fin_kanteletar.txt	2
mennä	minun	fin_kanteletar_uudempia.txt	1
mennä	muille	fin_kalevala.txt	1
mennä	muille	fin_kanteletar.txt	2
mennä	muista	fin_kalevala.txt	1
mennä	muistais'	fin_kanteletar.txt	1
mennä	mukihin	fin_kalevala.txt	1
mennä	mukihin	fin_kanteletar.txt	1
mennä	mun	fin_kanteletar_uudempia.txt	1
mennä	mäkehen	fin_kalevala.txt	1
mennä	mäntyisen	fin_kalevala.txt	2
mennä	mäntyisen	fin_kanteletar.txt	1
mennäkseni	minun	fin_kanteletar.txt	1
mennäkseni	mun	fin_kalevala.txt	1
mennäksensä	mietti	fin_kalevala.txt	3
mennäksensä	mietti	fin_kanteletar.txt	1
mennäksesi	mieli	fin_kalevala.txt	1
mennään	mäkeen	fin_kanteletar.txt	2
meno	miehen	fin_kanteletar.txt	1
menoksi	merimiesten	fin_kalevala.txt	1
menoksi	mun	fin_kalevala.txt	1
menty	miks'	fin_kanteletar.txt	1
menty	myöhän	fin_kanteletar.txt	1
mentyä	metsälle	fin_kalevala.txt	1
mentyä	miehen	fin_kalevala.txt	1
mentyäni	minun	fin_kalevala.txt	1
mentyäni	mäellenki	fin_kalevala.txt	1
mentyäni	mäellenki	fin_kanteletar.txt	1
mentyänsä	miehelähän	fin_kanteletar.txt	1
mentäessä	mäkipäitä	fin_kalevala.txt	2
merehen	mestoavi	fin_kalevala.txt	1
merehen	mie	fin_kanteletar.txt	1
merehen	miehet	fin_kalevala.txt	1
merehen	miekkansa	fin_kalevala.txt	1
merehen	mies	fin_kanteletar.txt	4
merehen	miestä	fin_kalevala.txt	1
merehen	minä	fin_kanteletar.txt	1
merehen	mustana	fin_kalevala.txt	1
merehen	myötänsä	fin_kalevala.txt	1
mereksi	muuttui	fin_kanteletar.txt	1
merelle	metsällenkö	fin_kalevala.txt	1
merellä	mi	fin_kalevala.txt	2
merellä	mielen	fin_kalevala.txt	1
merellä	mipä	fin_kalevala.txt	1
merellä	musta	fin_kalevala.txt	1
merellä	mustasen	fin_kalevala.txt	2
mereltä	mie	fin_kalevala.txt	1
meren	meren	fin_kanteletar_uudempia.txt	1
meren	meuruelet	fin_kalevala.txt	1
meren	mies	fin_kalevala.txt	1
meren	mikäli	fin_kalevala.txt	2
meren	mikäli	fin_kanteletar.txt	1
meren	mu'ista	fin_kalevala.txt	1
meren	muksahti	fin_kanteletar.txt	1
meren	mullat	fin_kalevala.txt	1
meren	mullat	fin_kanteletar.txt	1
meren	mustista	fin_kalevala.txt	1
meren	mutahan	fin_kanteletar.txt	1
meren	myrskyn	fin_kalevala.txt	1
merentakainen	mies	fin_kanteletar.txt	2
meressä	miekka	fin_kalevala.txt	1
meressä	miesi	fin_kalevala.txt	2
meressä	mikäli	fin_kanteletar.txt	1
meressä	mit'	fin_kalevala.txt	1
merestä	mesi	fin_kanteletar.txt	1
merestä	mie	fin_kalevala.txt	2
merestä	miehen	fin_kalevala.txt	1
merestä	mies	fin_kalevala.txt	4
merestä	miesi	fin_kalevala.txt	1
merestä	miksi	fin_kalevala.txt	2
merestä	musta	fin_kalevala.txt	1
meret	mesiksi	fin_kalevala.txt	1
meret	mesiksi	fin_kanteletar.txt	2
meret	minua	fin_kanteletar.txt	1
meret	mä	fin_kanteletar.txt	1
meri	meri	fin_kanteletar.txt	1
meri	mieltäni	fin_kanteletar.txt	1
meri	miestä	fin_kanteletar_uudempia.txt	1
meri	minulle	fin_kanteletar.txt	1
meri	monta	fin_kanteletar_uudempia.txt	1
merille	mun	fin_kanteletar_uudempia.txt	1
meriset	miehet	fin_kanteletar.txt	1
merisikojen	mi	fin_kanteletar.txt	1
merisin	mieline	fin_kalevala.txt	1
meristä	miestä	fin_kalevala.txt	1
merivettä	mittoavi	fin_kalevala.txt	1
meriä	myöten	fin_kalevala.txt	1
merkki	mi	fin_kanteletar.txt	2
merkki	mielilinnussasi	fin_kanteletar.txt	1
merkki	mielilnnussani	fin_kanteletar.txt	1
merkki	mielin	fin_kalevala.txt	1
merkki	miesten	fin_kalevala.txt	2
merkki	mikä	fin_kanteletar.txt	2
merkki	minun	fin_kanteletar.txt	1
merkki	määrin	fin_kalevala.txt	1
merkkiä	miehen	fin_kalevala.txt	1
merta	miekalla	fin_kalevala.txt	1
meryttä	miekalla	fin_kalevala.txt	1
meryttä	myöten	fin_kalevala.txt	1
mesi	miekan	fin_kalevala.txt	1
mesi	mielten	fin_kalevala.txt	1
mesi	myrkky	fin_kanteletar_uudempia.txt	1
mesijänkö	metsä	fin_kalevala.txt	1
mesiksi	mä	fin_kanteletar.txt	1
mesileivät	mieltä	fin_kanteletar.txt	1
mesileivät	myöten	fin_kanteletar.txt	1
mesimarja	mielessäni	fin_kanteletar.txt	1
mesimarja	mielestäni	fin_kanteletar.txt	1
mesimarjat	muilla	fin_kanteletar.txt	1
mesimarjat	muille	fin_kanteletar.txt	1
mesimielin	morsiamet	fin_kalevala.txt	1
mesimielin	morsiamet	fin_kanteletar.txt	1
mesipaloja	metsolan	fin_kalevala.txt	1
mesittä	mieli	fin_kanteletar.txt	1
mesittä	mustitta	fin_kanteletar.txt	1
meteli	metsähän	fin_kalevala.txt	1
meteli	metsähän	fin_kanteletar.txt	1
metinen	metsolan	fin_kalevala.txt	3
metinen	muori	fin_kalevala.txt	1
metiseltä	mättähältä	fin_kanteletar.txt	1
metisillä	mättähillä	fin_kalevala.txt	1
metisillä	mättähillä	fin_kanteletar.txt	1
metisistä	mättähistä	fin_kalevala.txt	1
metonen	mielestä	fin_kanteletar.txt	1
metonen	mielestäni	fin_kanteletar.txt	1
metonen	minun	fin_kanteletar.txt	2
metosia	mielin	fin_kalevala.txt	1
metosia	määrin	fin_kalevala.txt	1
metsipäivinäni	minun	fin_kalevala.txt	1
metsipäivinäni	minun	fin_kanteletar.txt	2
metsiäni	mieluisiksi	fin_kalevala.txt	1
metsolahan	metsän	fin_kalevala.txt	1
metsolahan	mieli	fin_kanteletar.txt	1
metsolahan	mieluisahan	fin_kalevala.txt	3
metsolahan	mielusahan	fin_kanteletar.txt	1
metsolan	muori	fin_kalevala.txt	1
metsolassa	mieli	fin_kalevala.txt	1
metsolassa	mieluisassa	fin_kalevala.txt	1
metsolassa	mielusassa	fin_kanteletar.txt	2
metsolasta	mieluisasta	fin_kalevala.txt	1
metsä	miehi'ini	fin_kanteletar.txt	1
metsä	miehiksesi	fin_kalevala.txt	1
metsä	miehiksesi	fin_kanteletar.txt	1
metsä	miehillemme	fin_kanteletar.txt	1
metsä	miehinesi	fin_kalevala.txt	2
metsä	mielly	fin_kanteletar.txt	2
metsä	mieltyi	fin_kalevala.txt	4
metsä	mieluisampi	fin_kanteletar.txt	1
metsä	miesty	fin_kalevala.txt	1
metsä	mitä	fin_kalevala.txt	1
metsä	mulle	fin_kanteletar.txt	1
metsähän	metsän	fin_kalevala.txt	1
metsähän	mäelle	fin_kanteletar.txt	2
metsälle	miehistä	fin_kalevala.txt	2
metsälle	miehistä	fin_kanteletar.txt	1
metsän	metsästä	fin_kanteletar.txt	1
metsän	mettä	fin_kanteletar.txt	1
metsän	mi	fin_kalevala.txt	2
metsän	mieli	fin_kanteletar.txt	1
metsän	mieliantehia	fin_kalevala.txt	1
metsän	mielikki	fin_kalevala.txt	9
metsän	mielikki	fin_kanteletar.txt	5
metsän	mieliksi	fin_kalevala.txt	1
metsän	mieliksi	fin_kanteletar.txt	1
metsän	mielineiti	fin_kalevala.txt	1
metsän	miellytti	fin_kalevala.txt	1
metsän	mielu	fin_kalevala.txt	1
metsän	mieluisan	fin_kalevala.txt	1
metsän	mies	fin_kalevala.txt	1
metsän	mimerkki	fin_kalevala.txt	1
metsän	miniä	fin_kalevala.txt	1
metsän	mintähen	fin_kalevala.txt	1
metsän	muori	fin_kanteletar.txt	1
metsän	muoto	fin_kalevala.txt	1
metsän	muoto	fin_kanteletar.txt	1
metsässä	miehittä	fin_kalevala.txt	1
metsässä	mitä	fin_kanteletar.txt	1
metsät	mielin	fin_kalevala.txt	1
metsät	mieliä	fin_kalevala.txt	1
metsät	mieliä	fin_kanteletar.txt	1
metsät	mieluisimmat	fin_kanteletar.txt	1
mettä	miehet	fin_kalevala.txt	1
mettä	miehille	fin_kanteletar.txt	1
mettä	miehillemme	fin_kanteletar.txt	1
mettä	mielin	fin_kalevala.txt	1
mettä	mieluhista	fin_kalevala.txt	1
mettä	missä	fin_kalevala.txt	1
mettä	määrin	fin_kalevala.txt	1
mi	miehiä	fin_kalevala.txt	1
mi	miehiäsi	fin_kalevala.txt	6
mi	mies	fin_kalevala.txt	1
mi	miestä	fin_kalevala.txt	2
mi	minulla	fin_kanteletar.txt	1
mi	minulle	fin_kanteletar.txt	1
mi	minun	fin_kanteletar.txt	1
mi	minussa	fin_kalevala.txt	1
mi	minusta	fin_kalevala.txt	1
mi	munassa	fin_kalevala.txt	2
mi	musta	fin_kalevala.txt	1
mi	mustukaista	fin_kalevala.txt	1
mie	miehen	fin_kanteletar.txt	1
mie	mieltä	fin_kanteletar.txt	1
mie	mies	fin_kanteletar.txt	1
mie	miesi	fin_kalevala.txt	1
mie	miessä	fin_kanteletar.txt	1
mie	miestä	fin_kanteletar.txt	1
mie	millä	fin_kanteletar.txt	1
mie	miniä	fin_kanteletar.txt	1
mie	mitellä	fin_kanteletar.txt	1
mie	mitä	fin_kanteletar.txt	1
mie	mokoma	fin_kalevala.txt	1
mie	mokoman	fin_kanteletar.txt	6
mie	muita	fin_kanteletar.txt	1
mie	mureitani	fin_kanteletar.txt	1
mie	musta	fin_kanteletar.txt	1
mie	myöten	fin_kanteletar.txt	2
mie	mäkiä	fin_kanteletar.txt	1
mieheksi	mä	fin_kalevala.txt	1
miehelle	mieli	fin_kanteletar.txt	1
miehelle	minulle	fin_kanteletar.txt	4
miehelle	mitättömälle	fin_kalevala.txt	1
miehellen	mitään	fin_kanteletar_uudempia.txt	1
miehellen	myös	fin_kanteletar_uudempia.txt	1
miehellä	minulla	fin_kanteletar.txt	1
miehelähän	miehuetoin	fin_kalevala.txt	1
miehelähän	miel'	fin_kanteletar.txt	1
miehelähän	mieli	fin_kalevala.txt	2
miehelähän	mieltä	fin_kalevala.txt	3
miehelähän	miniäksi	fin_kalevala.txt	1
miehelähän	miniäksi	fin_kanteletar.txt	2
miehelähän	myötihin	fin_kanteletar.txt	1
miehelähän	mä	fin_kanteletar.txt	1
miehelässä	mielevänä	fin_kalevala.txt	1
miehelässä	miniä	fin_kalevala.txt	2
miehelässä	miniä	fin_kanteletar.txt	3
miehelässä	miniän	fin_kalevala.txt	1
miehelässä	miniänä	fin_kalevala.txt	3
miehen	miehen	fin_kalevala.txt	1
miehen	miehen	fin_kanteletar.txt	1
miehen	miehuueksi	fin_kalevala.txt	2
miehen	miekan	fin_kalevala.txt	5
miehen	mieki	fin_kanteletar.txt	1
miehen	miekka	fin_kalevala.txt	2
miehen	miekka	fin_kanteletar.txt	1
miehen	miekkoinehen	fin_kanteletar.txt	1
miehen	miekkoinensa	fin_kalevala.txt	1
miehen	mielehisen	fin_kanteletar.txt	1
miehen	mielen	fin_kalevala.txt	1
miehen	mielevyylle	fin_kalevala.txt	1
miehen	mieli	fin_kanteletar.txt	4
miehen	mielitietty	fin_kanteletar.txt	1
miehen	mieltä	fin_kalevala.txt	9
miehen	mieltä	fin_kanteletar.txt	4
miehen	mieltäni	fin_kanteletar.txt	1
miehen	miettehiä	fin_kanteletar.txt	1
miehen	mietti	fin_kalevala.txt	2
miehen	mietti	fin_kanteletar.txt	1
miehen	miks'	fin_kanteletar.txt	1
miehen	minua	fin_kalevala.txt	1
miehen	mistä	fin_kalevala.txt	1
miehen	mistä	fin_kanteletar.txt	1
miehen	mitta	fin_kanteletar.txt	2
miehen	mitä	fin_kalevala.txt	1
miehen	monen	fin_kanteletar.txt	2
miehen	morsian	fin_kanteletar_uudempia.txt	3
miehen	morsianta	fin_kanteletar.txt	1
miehen	muille	fin_kalevala.txt	1
miehen	mukahan	fin_kanteletar.txt	1
miehen	murhan	fin_kanteletar.txt	2
miehen	murkinaksi	fin_kanteletar.txt	1
miehen	muruksi	fin_kalevala.txt	1
miehen	muuttunehen	fin_kalevala.txt	1
miehen	myöten	fin_kalevala.txt	4
miehen	myöten	fin_kanteletar.txt	1
miehestä	mitättömästä	fin_kalevala.txt	1
miehet	miekan	fin_kalevala.txt	1
miehet	miekan	fin_kanteletar.txt	2
miehet	miekat	fin_kalevala.txt	2
miehet	miekka	fin_kalevala.txt	4
miehet	miekka	fin_kanteletar.txt	2
miehet	miekkoihinsa	fin_kalevala.txt	2
miehet	miekkoinensa	fin_kalevala.txt	2
miehet	miekkoja	fin_kalevala.txt	1
miehet	miekoillehen	fin_kalevala.txt	1
miehet	miekoissansa	fin_kanteletar.txt	1
miehet	mielelle	fin_kalevala.txt	1
miehet	mielelliset	fin_kanteletar.txt	1
miehet	mielellä	fin_kalevala.txt	2
miehet	mielimurtehille	fin_kanteletar.txt	1
miehet	mielipäähän	fin_kanteletar.txt	1
miehet	mieliä	fin_kanteletar.txt	1
miehet	miellyttävi	fin_kanteletar.txt	1
miehet	mieltymähän	fin_kanteletar.txt	1
miehet	mieluisemmat	fin_kanteletar.txt	1
miehet	minne	fin_kalevala.txt	1
miehet	minnekkä	fin_kalevala.txt	1
miehet	missä	fin_kanteletar.txt	1
miehet	mokomat	fin_kalevala.txt	1
miehet	muut	fin_kanteletar.txt	1
miehi'in	mielly	fin_kalevala.txt	3
miehi'ini	mielly	fin_kanteletar.txt	1
miehiin	mielly	fin_kanteletar.txt	2
miehille	mitättömille	fin_kalevala.txt	1
miehillä	miekat	fin_kanteletar.txt	1
miehillä	mipä	fin_kalevala.txt	1
miehin	miekoin	fin_kanteletar.txt	1
miehin	mittaeltu	fin_kalevala.txt	1
miehiä	mieron	fin_kanteletar_uudempia.txt	1
miehiä	miteltäessä	fin_kanteletar.txt	1
miehiä	mitä	fin_kalevala.txt	1
miehiäsi	mikä	fin_kanteletar.txt	2
mieholahan	mieli	fin_kanteletar.txt	2
mieholahan	mieltä	fin_kanteletar.txt	1
miekallansa	miestä	fin_kalevala.txt	2
miekallista	miestä	fin_kalevala.txt	6
miekallista	miestä	fin_kanteletar.txt	4
miekaltani	mieltä	fin_kalevala.txt	1
miekaltani	mä	fin_kanteletar.txt	1
miekaltansa	mieltä	fin_kalevala.txt	1
miekaltansa	mieltä	fin_kanteletar.txt	1
miekan	mielehisen	fin_kalevala.txt	1
miekan	mieltä	fin_kalevala.txt	1
miekan	mieltä	fin_kanteletar.txt	1
miekan	miesten	fin_kalevala.txt	1
miekan	miettijäistä	fin_kalevala.txt	1
miekan	miniä	fin_kanteletar.txt	1
miekan	mittelöhön	fin_kalevala.txt	3
miekan	mulle	fin_kalevala.txt	1
miekan	myöten	fin_kalevala.txt	1
miekastani	minun	fin_kalevala.txt	1
miekastani	mitä	fin_kalevala.txt	1
mieki	miesnä	fin_kalevala.txt	1
mieki	miessä	fin_kanteletar.txt	1
mieki	muinen	fin_kanteletar.txt	2
miekka	mielen	fin_kalevala.txt	1
miekka	mieluhumpi	fin_kalevala.txt	1
miekka	miestä	fin_kalevala.txt	2
miekka	mietti	fin_kalevala.txt	2
miekka	mietti	fin_kanteletar.txt	2
miekka	minunko	fin_kalevala.txt	1
miekka	mulla	fin_kalevala.txt	1
miekka	mulla	fin_kanteletar.txt	1
miekka	mulle	fin_kalevala.txt	3
miekka	mureni	fin_kalevala.txt	1
miekka	murskaksi	fin_kalevala.txt	1
miekka	myöten	fin_kalevala.txt	2
miekkasi	mist'	fin_kanteletar_uudempia.txt	1
miekkoani	mittaelin	fin_kalevala.txt	1
miekkoinehen	miestä	fin_kanteletar.txt	1
miekkoinensa	miestä	fin_kalevala.txt	1
miekkoisella	minull'	fin_kanteletar.txt	1
miekkoiset	mielin	fin_kanteletar.txt	1
miekkoisia	muita	fin_kanteletar.txt	2
miekkoisien	mieli	fin_kalevala.txt	3
miekkoisien	mieli	fin_kanteletar.txt	2
miekkoisien	miten	fin_kalevala.txt	1
miekkoisien	miten	fin_kanteletar.txt	1
miekkoisilla	muilla	fin_kanteletar.txt	1
miekkoja	miksi	fin_kalevala.txt	1
miekkojamme	mitelkämme	fin_kalevala.txt	1
miekkojansa	mittelivät	fin_kalevala.txt	1
miekkojasi	mieliäsi	fin_kalevala.txt	1
miekkoseni	mieltä	fin_kanteletar.txt	1
miekkosia	muita	fin_kanteletar.txt	1
miekkosien	mieli	fin_kanteletar.txt	2
miekkosien	muien	fin_kanteletar.txt	2
miekoiksi	miesten	fin_kalevala.txt	1
miekotsi	miestä	fin_kanteletar.txt	1
miel'	miesten	fin_kanteletar.txt	1
mielalalle	miestä	fin_kanteletar.txt	1
mielaloille	mokomille	fin_kanteletar.txt	1
mieleen	mikä	fin_kanteletar_uudempia.txt	2
mieleen	mun	fin_kanteletar_uudempia.txt	1
mielehen	minulle	fin_kalevala.txt	1
mielehen	mitä	fin_kanteletar.txt	1
mielehen	moni	fin_kanteletar_uudempia.txt	1
mielehen	muistui	fin_kanteletar_uudempia.txt	1
mieleheni	mikä	fin_kanteletar_uudempia.txt	1
mielehinen	miesi	fin_kanteletar.txt	1
mielehistä	miestä	fin_kanteletar.txt	7
mielellä	mit'	fin_kalevala.txt	1
mielelläni	miks'	fin_kalevala.txt	1
mielellänsä	mies	fin_kanteletar.txt	1
mielen	mieron	fin_kanteletar.txt	2
mielen	miesten	fin_kanteletar.txt	1
mielen	miestä	fin_kanteletar.txt	5
mielen	mietti	fin_kalevala.txt	1
mielen	mik'	fin_kanteletar.txt	1
mielen	mikä	fin_kalevala.txt	1
mielen	mikä	fin_kanteletar.txt	2
mielen	miniän	fin_kalevala.txt	1
mielen	minulta	fin_kanteletar.txt	1
mielen	multa	fin_kalevala.txt	1
mielen	multa	fin_kanteletar.txt	1
mielen	muutti	fin_kalevala.txt	1
mielen	myötähistä	fin_kanteletar.txt	5
mielen	määrin	fin_kanteletar.txt	1
mieleni	minun	fin_kalevala.txt	4
mieleni	minun	fin_kanteletar.txt	5
mieleni	minunki	fin_kanteletar.txt	1
mieleni	miten	fin_kanteletar.txt	1
mieleni	mun	fin_kanteletar.txt	2
mielensä	mitä	fin_kalevala.txt	1
mielensä	mitä	fin_kanteletar.txt	1
mielesi	mies	fin_kalevala.txt	1
mielesi	minne	fin_kalevala.txt	1
mielessä	minulla	fin_kalevala.txt	1
mielessä	mitä	fin_kanteletar.txt	1
mielestä	minun	fin_kanteletar.txt	1
mielestäni	minun	fin_kanteletar.txt	1
mielestäni	mun	fin_kanteletar_uudempia.txt	1
mielestäni	mä	fin_kanteletar_uudempia.txt	1
mielet	miesten	fin_kanteletar.txt	1
mielet	miniän	fin_kanteletar.txt	1
mielet	mä	fin_kanteletar.txt	1
mieletöintä	miestä	fin_kalevala.txt	2
mielevältä	mukomalta	fin_kanteletar.txt	1
mielevän	miniän	fin_kanteletar.txt	1
mielevänä	miten	fin_kalevala.txt	1
mielevänä	miten	fin_kanteletar.txt	2
mieli	mierolta	fin_kanteletar.txt	1
mieli	miesten	fin_kanteletar.txt	2
mieli	mikä	fin_kanteletar.txt	2
mieli	milloin	fin_kanteletar.txt	1
mieli	minunki	fin_kalevala.txt	1
mieli	miten	fin_kalevala.txt	2
mieli	miten	fin_kanteletar.txt	2
mieli	mitenpä	fin_kalevala.txt	2
mieli	mitenpä	fin_kanteletar.txt	1
mieli	mitä	fin_kanteletar.txt	1
mieli	monen	fin_kanteletar.txt	1
mieli	morsianten	fin_kalevala.txt	1
mieli	muien	fin_kalevala.txt	2
mieli	muien	fin_kanteletar.txt	2
mieli	mustitta	fin_kanteletar.txt	1
mieli	muutos	fin_kanteletar.txt	1
mieliharmi	miniästä	fin_kanteletar.txt	1
mieliharmii	monta	fin_kanteletar_uudempia.txt	1
mieliharmii	muuta	fin_kanteletar_uudempia.txt	1
mielijuohtehista	miesten	fin_kalevala.txt	2
mielikki	miniä	fin_kalevala.txt	1
mieliksensä	mustan	fin_kalevala.txt	1
mielilintuseni	minne	fin_kanteletar.txt	1
mielimennyt	mättäsime	fin_kanteletar.txt	1
mielin	mit'	fin_kalevala.txt	5
mielin	mit'	fin_kanteletar.txt	1
mielin	mitä	fin_kalevala.txt	1
mielin	määrin	fin_kalevala.txt	3
mielipuolestani	mure	fin_kanteletar.txt	1
mielipuoli	mielitellä	fin_kanteletar.txt	1
mielisiivollasi	miestä	fin_kanteletar.txt	1
mielitietto	mulla	fin_kanteletar.txt	1
mielitietty	miesten	fin_kanteletar.txt	1
mielitietty	monen	fin_kanteletar.txt	1
mielivaationi	mieltä	fin_kanteletar.txt	1
mielivät	minua	fin_kalevala.txt	1
mielly	mulle	fin_kanteletar.txt	1
mieltyi	mitä	fin_kalevala.txt	1
mieltynyt	minuhun	fin_kanteletar.txt	1
mieltynyt	minä	fin_kanteletar.txt	1
mieltyväksi	miestyväksi	fin_kalevala.txt	1
mieltä	miero	fin_kanteletar.txt	2
mieltä	mies	fin_kalevala.txt	2
mieltä	miesten	fin_kanteletar.txt	1
mieltä	minulla	fin_kalevala.txt	2
mieltä	minulla	fin_kanteletar.txt	1
mieltä	minullai	fin_kanteletar.txt	1
mieltä	muillen	fin_kanteletar.txt	1
mieltä	myöten	fin_kalevala.txt	7
mieltä	myöten	fin_kanteletar.txt	5
mieltäni	mukahan	fin_kanteletar.txt	1
mieluhinen	miesluvussa	fin_kanteletar.txt	1
mieluisemmat	muut	fin_kanteletar.txt	1
miepä	miks'	fin_kanteletar.txt	1
miero	miten	fin_kalevala.txt	1
mieron	mieron	fin_kanteletar.txt	1
mieron	mittelevän	fin_kanteletar.txt	1
mies	miestä	fin_kalevala.txt	1
mies	minua	fin_kalevala.txt	1
mies	minulta	fin_kalevala.txt	1
mies	minusta	fin_kalevala.txt	1
mies	minusta	fin_kanteletar.txt	1
mies	minä	fin_kalevala.txt	1
mies	minä	fin_kanteletar.txt	1
mies	minäi	fin_kanteletar.txt	1
mies	minäki	fin_kalevala.txt	1
mies	minäpä	fin_kalevala.txt	1
mies	missä	fin_kalevala.txt	2
mies	mitä	fin_kalevala.txt	2
mies	mokoma	fin_kalevala.txt	1
mies	mokoma	fin_kanteletar.txt	1
mies	morsiamen	fin_kanteletar_uudempia.txt	1
mies	murehissansa	fin_kanteletar.txt	1
mies	musta	fin_kalevala.txt	1
miesi	minulle	fin_kanteletar.txt	1
miesi	mistä	fin_kanteletar_uudempia.txt	1
miesi	mit'	fin_kalevala.txt	1
miesi	mitätön	fin_kalevala.txt	1
miesi	mokoma	fin_kalevala.txt	1
mieskulua	minua	fin_kanteletar.txt	1
miessä	minä	fin_kanteletar.txt	4
miesten	myöten	fin_kanteletar.txt	1
miestä	minua	fin_kalevala.txt	1
miestä	minussa	fin_kalevala.txt	4
miestä	minä	fin_kanteletar.txt	10
miestä	monta	fin_kanteletar.txt	1
miestä	monta	fin_kanteletar_uudempia.txt	2
miestä	myöten	fin_kalevala.txt	4
miestä	myötähistä	fin_kanteletar.txt	5
miestä	mämmilläsi	fin_kanteletar.txt	1
mietin	minäki	fin_kanteletar.txt	1
mietin	mitäpä	fin_kanteletar.txt	1
miettehesi	myöstytäpä	fin_kalevala.txt	1
mihin	minä	fin_kanteletar_uudempia.txt	1
miilo	minun	fin_kanteletar.txt	6
miks'	miks'	fin_kanteletar.txt	2
miks'	minua	fin_kalevala.txt	1
miks'	minua	fin_kanteletar.txt	3
miks'	minulla	fin_kanteletar.txt	2
miks'	minäi	fin_kanteletar.txt	4
miks'	minäki	fin_kalevala.txt	3
miks'	mulla	fin_kanteletar.txt	1
miks'	muoto	fin_kanteletar.txt	1
miks'	musta	fin_kanteletar.txt	1
miks'	myöhän	fin_kanteletar.txt	1
miks'et	minua	fin_kalevala.txt	1
miksi	minua	fin_kanteletar.txt	1
miksi	minulle	fin_kalevala.txt	1
miksi	muuksi	fin_kalevala.txt	1
miksiki	mitä	fin_kanteletar.txt	1
miksip'	minulle	fin_kalevala.txt	1
miksipä	mun	fin_kanteletar_uudempia.txt	1
mikä	mikä	fin_kanteletar.txt	1
mikä	mikä	fin_kanteletar_uudempia.txt	1
mikä	minua	fin_kanteletar.txt	2
mikä	minulle	fin_kalevala.txt	1
mikä	minulle	fin_kanteletar.txt	3
mikä	minulta	fin_kanteletar.txt	2
mikä	minun	fin_kanteletar.txt	1
mikä	minunki	fin_kalevala.txt	1
mikä	minunki	fin_kanteletar.txt	1
mikä	minusta	fin_kanteletar.txt	5
mikä	muien	fin_kanteletar.txt	1
mikä	multa	fin_kalevala.txt	1
mikä	multa	fin_kanteletar.txt	1
mikä	mun	fin_kanteletar_uudempia.txt	2
mikä	muutos	fin_kanteletar.txt	2
mikä	muutti	fin_kalevala.txt	1
mikä	mäellä	fin_kanteletar.txt	1
mikä	määjintä	fin_kanteletar.txt	1
mikäpäs	minunki	fin_kanteletar.txt	2
mikäs	minulle	fin_kalevala.txt	1
mikäs	mun	fin_kanteletar_uudempia.txt	1
mille	minkä	fin_kanteletar.txt	2
millitseksen	mipä	fin_kanteletar.txt	1
milloinkana	miniä	fin_kalevala.txt	1
milloinkana	minulle	fin_kalevala.txt	1
milloinkana	minulle	fin_kanteletar.txt	2
millä	muille	fin_kanteletar.txt	1
millä	muokatahan	fin_kanteletar.txt	1
millä	mä	fin_kanteletar.txt	5
milläpä	minä	fin_kalevala.txt	1
miniä	minulle	fin_kanteletar.txt	1
miniä	minä	fin_kanteletar.txt	3
miniä	mulle	fin_kanteletar.txt	1
miniä	muutki	fin_kanteletar.txt	1
miniällä	mitä	fin_kanteletar.txt	1
miniän	mulle	fin_kalevala.txt	1
miniän	mulle	fin_kanteletar.txt	1
minkä	minkä	fin_kanteletar.txt	1
minkä	minne	fin_kalevala.txt	1
minkä	minusta	fin_kanteletar.txt	1
minne	minua	fin_kanteletar.txt	1
minne	minä	fin_kanteletar.txt	7
minne	mä	fin_kanteletar.txt	2
minne'pä	minä	fin_kanteletar.txt	1
minnekä	minua	fin_kalevala.txt	2
minnekä	minua	fin_kanteletar.txt	1
minnes	minua	fin_kanteletar.txt	3
minneä	minulle	fin_kanteletar.txt	1
minnä	minulle	fin_kanteletar.txt	1
mintähen	minulle	fin_kalevala.txt	1
mintähen	minulle	fin_kanteletar.txt	1
mintähen	musta--	fin_kanteletar.txt	1
minua	moitti	fin_kanteletar.txt	1
minua	moni	fin_kanteletar_uudempia.txt	1
minua	muistane	fin_kalevala.txt	1
minua	muut	fin_kalevala.txt	2
minua	muut	fin_kanteletar.txt	5
minua	myönynnä	fin_kanteletar.txt	1
minua	myös	fin_kanteletar_uudempia.txt	1
minua	myötihin	fin_kanteletar.txt	1
minuhun	muihin	fin_kanteletar.txt	1
minulla	moni	fin_kalevala.txt	2
minulla	monipa	fin_kanteletar.txt	1
minulla	mont'	fin_kalevala.txt	1
minulla	mont'	fin_kanteletar.txt	2
minulla	monta	fin_kalevala.txt	1
minulla	monta	fin_kanteletar.txt	1
minulla	muoria	fin_kanteletar.txt	1
minulla	muoto	fin_kanteletar.txt	1
minulla	musta	fin_kanteletar.txt	1
minulle	mitä	fin_kanteletar.txt	7
minulle	mitäpä	fin_kanteletar.txt	4
minulle	myötihin	fin_kanteletar.txt	1
minulle	määrättihin	fin_kalevala.txt	2
minullen	mitä	fin_kalevala.txt	2
minulta	mitäpä	fin_kalevala.txt	1
