idx	name	tradition	witness	basis	self_doubt	source
I8	dvitīyākṣara-prāsa	Kannada, Telugu, Marathi, Sanskrit stotra practice	external	named	yes	quality/phonology/san.py prasa_anchor()/prasa(); Telugu prosody web search summary (memorylines.wordpress via search snippet, host blocked)
I9	Telugu prāsa consonant equivalence	Telugu	external	named	no	Telugu prosody web search summary; single source, not corroborated
I10	yati (Telugu/Kannada)	Telugu, Kannada	external	named	no	Telugu prosody web search summary (equivalence sets quoted verbatim from the snippet)
I11	prāsa-yati	Telugu	project	memory	yes	memory of Telugu chandassu; NOT verified in this session — flag before use
I12	yamaka (cover term)	Sanskrit; Tamil (maṭakku); Hindi (yamak)	external	named	no	web search summary of wisdomlib yamaka and Bhāmaha/Daṇḍin classification
I13	yamaka positional subtypes	Sanskrit (Bhāmaha, Daṇḍin Kāvyādarśa ch.3, Nāṭyaśāstra ch.17)	external	named	no	web search summary: Bhāmaha's five kinds and the 'seven sub-varieties depending on the place Adi/Madhya/Anta' quoted from wisdomlib snippets
I14	mahāyamaka / samudga	Sanskrit	external	named	no	web search summary (Bhāmaha pādābhyāsa; Balacandra Sūri's Vasantavilāsa cited as a yamaka showpiece)
I15	ślesa	Sanskrit; Hindi (ślesh)	external	named	no	web search summary of śabdālaṅkāra lists (vakrokti, anuprāsa, yamaka, ślesa, punaruktavadābhāsa)
I16	punaruktavadābhāsa	Sanskrit	external	named	no	web search summary of śabdālaṅkāra list; definition not located in a primary source this session
I17	citra-bandha / phonemic inventory constraint	Sanskrit citra-kāvya (Daṇḍin Kāvyādarśa III)	external	named	no	web search summary: 'the bulk of the third Pariccheda of Kāvyādarśa is devoted to Chitrakavya … Yamaka, matra and Chitra, and Prahelika'
I18	mōṉai	Tamil (toṭai system, Tolkāppiyam / Yāpparuṅkalakkārikai)	external	named	yes	web search summaries (Tamil prosody references; 'mōnai in Tamil is known as Prathama Akshara Prasa'); primary Tamil sources tamilvu.org, tamilsurangam.in and projectmadurai were egress-blocked
I19	etukai	Tamil	external	named	no	web search summaries ('etukai … occurs on the second consonant of each line'); the length rule from secondary Tamil prosody sources only
I20	iyaipu	Tamil	external	named	no	web search summary listing the five toṭai: mōṉai, etukai, muraṇ, iyaipu, aḷapeṭai
I21	muraṇ	Tamil	external	named	no	web search summary of the five toṭai and of relative frequencies (mōṉai 1019, etukai 2473, muraṇ 2, iyaipu 182, aḷapeṭai 159, pozhippu 654, oruūu 654)
I22	aḷapeṭai (as toṭai)	Tamil	external	named	no	web search summary of the five toṭai
I23	toṭai placement variants	Tamil	external	named	yes	web search summaries of wisdomlib toṭai/iṇaimōṉai/kaṭai-iṇaittoṭai entries; three assignments unverified
I24	aṭi-toṭai vs cīr-toṭai (scope)	Tamil	unrecorded	appeal	no	Tamil prosody secondary sources; standard in descriptions of the toṭai system
I25	antāti	Tamil (also Sanskrit/Telugu as antādi)	external	named	no	web search summary listing antāti among the toṭai types; well attested as a Tamil genre
I26	maṭakku (Tamil yamaka)	Tamil	project	memory	yes	memory / cross-tradition inference from the Sanskrit ornament; NOT verified this session
I27	iraṭṭaik kiḷavi	Tamil	external	named	no	web search summary ('iraṭṭai kiḷavi (parallelism)' listed with mōṉai, etukai, toṭai)
I28	radīf	Persian → Urdu, Hindi, Punjabi, Turkish ghazal	external	named	no	quality/phonology/fas.py; CLAUDE.md doctrine 58; Urdu ghazal web search summary
I29	qāfiya	Persian, Urdu, Hindi ghazal	external	named	no	quality/phonology/fas.py module docstring; Urdu ghazal web search summary ('the qāfiya must directly precede it'; 'Qafiya must not repeat in ghazals')
I30	rawī	Arabic ʿilm al-qāfiya → Persian, Urdu	external	named	yes	classical ʿilm al-qāfiya; web search located Qafiya/Radif references but the detailed letter list was not reachable this session (wikipedia, google groups blocked) — treat the offset names below as from memory
I31	ridf	Arabic/Persian/Urdu rhyme apparatus	project	memory	yes	memory; unverified this session
I32	qayd	Arabic/Persian/Urdu rhyme apparatus	unrecorded	no_source_field		
I33	taʾsīs and daxīl	Arabic/Persian/Urdu rhyme apparatus	unrecorded	no_source_field		
I34	waṣl, xurūj, mazīd, nāʾira	Arabic/Persian/Urdu rhyme apparatus	unrecorded	no_source_field		
I35	the qāfiya vowels	Arabic/Persian/Urdu rhyme apparatus	unrecorded	no_source_field		
I36	muqayyad vs muṭlaq qāfiya	Arabic/Persian/Urdu	unrecorded	no_source_field		
I37	ʿuyūb al-qāfiya (rhyme faults)	Arabic/Persian/Urdu; taught in Urdu ʿarūż	unrecorded	no_source_field		
I38	zamīn	Urdu, Persian	external	named	no	Urdu ghazal web search summary ('In the opening couplet the poet establishes the radif, qaafiya, and beher')
I39	tuk / tukānt	Hindi, Braj, Awadhi	project	memory	yes	memory of Hindi chhand practice; partially unverified
I40	Hindi anuprās subtypes	Hindi rīti poetics (Keśavdās and after)	unrecorded	no_source_field		
I41	yamak (Hindi) and ślesh (Hindi)	Hindi rīti poetics	unrecorded	no_source_field		
I42	muṣammat internal rhyme	Urdu, Persian	unrecorded	no_source_field		
I43	pantun ABAB end rhyme	Malay	project	module	no	quality/phonology/msa.py; CLAUDE.md doctrine 58, 70
I44	rima penuh vs rima separa	Malay	unrecorded	no_source_field		
I45	pembayang↔maksud sound echo	Malay	external	named	no	quality/phonology/msa.py (Skeat footnote 431 quoted); MISSING.md H-2; pantun web search summary
I46	pantun berkait	Malay	external	named	no	pantun berkait web search summary; MISSING.md A-1
I47	syair monorhyme quatrain	Malay	unrecorded	no_source_field		
I48	gurindam	Malay	unrecorded	no_source_field		
I49	talibun and seloka	Malay	unrecorded	no_source_field		
I50	hamzah as a rime segment	Malay (1900 Straits Rumi)	project	module	no	quality/phonology/msa.py; CLAUDE.md doctrine 65
I51	Malay reduplication	Malay	project	module	no	quality/phonology/msa.py
I52	สัมผัสสระ (samphat sara)	Thai	external	named	no	raw.githubusercontent PyThaiNLP khavee/core.py (check_sara + check_marttra, rhyme iff BOTH match); spksoft/thai-suno-song-writer-claude-skill references/thai-rhyme-craft.md (nine มาตรา listed; 'tone does NOT have to match')
I53	สัมผัสอักษร (samphat akson)	Thai	external	named	no	thai-rhyme-craft.md via raw.githubusercontent
I54	สัมผัสนอก (samphat nok)	Thai	external	named	no	thai-rhyme-craft.md; PyThaiNLP khavee/core.py
I55	สัมผัสใน (samphat nai)	Thai	unrecorded	appeal	no	thai-rhyme-craft.md
I56	klon suphap linkage	Thai	external	named	no	raw.githubusercontent PyThaiNLP khavee/core.py check_klon (k_type=8); thai-rhyme-craft.md
I57	สัมผัสระหว่างบท (inter-stanza rhyme)	Thai	external	named	no	PyThaiNLP khavee/core.py (cross-stanza rhyme with previous stanza's final word)
I58	rai (ร่าย) chain rhyme	Thai	unrecorded	no_source_field		
I59	khlong si suphap rhyme geometry	Thai	external	named	no	web search summary of khlong si suphap ('line one syllable seven A, line two syllable five A, syllable seven B, line three syllable five A, line four syllable five B')
I60	khlong tone-mark constraint	Thai	external	named	yes	PyThaiNLP khavee/core.py check_aek_too (dead_syllable_as_aek parameter); counts from memory, indices unverified
I61	chan (ฉันท์) quantitative template	Thai (borrowed from Sanskrit/Pali)	project	module	no	quality/phonology/san.py (guru/laghu); Thai chan from memory
I62	kap yani 11 and the kap family	Thai	unrecorded	no_source_field		
I63	คำเป็น / คำตาย (live and dead syllables)	Thai	external	named	no	PyThaiNLP khavee/core.py (dead_syllable_as_aek); thai-rhyme-craft.md
I64	Thai named rhyme faults	Thai	external	named	no	thai-rhyme-craft.md via raw.githubusercontent; ชิงสัมผัส and สัมผัสเผลอ from memory
I65	vần chân (cước vận)	Vietnamese	external	named	no	web search summaries of lục bát / Vietnamese poetry forms; corroborated by AVPoetica prompt.py rules via raw.githubusercontent
I66	vần lưng (yêu vận)	Vietnamese	external	named	no	web search summaries; AVPoetica prompt.py
I67	lục bát linkage	Vietnamese	external	named	no	raw.githubusercontent tph-kds/AVPoetica avp/sub_agents/spa/prompt.py (explicit position/tone table); corroborated by web search summaries
I68	the bát 6-vs-8 different-tone rule	Vietnamese	external	named	no	web search summary ('although the sixth and eighth syllables of the eight-syllable line have the same bằng tone, one word will be marked by huyền and the other will carry no accent')
I69	song thất lục bát	Vietnamese	unrecorded	no_source_field		
I70	Đường luật độc vận	Vietnamese (from Chinese regulated verse)	external	named	no	raw.githubusercontent AVPoetica prompt.py (explicit line list and bằng requirement)
I71	luật bằng trắc at positions 2/4/6	Vietnamese regulated verse and lục bát	external	named	no	AVPoetica prompt.py ('If Line 1 = T-B-T, then Line 2 = B-T-B …')
I72	vần chính / vần thông / vần ép	Vietnamese	external	named	yes	web search summary; table unverified
I73	vần liền / vần cách / vần ôm / vần hỗn	Vietnamese (thơ mới and modern practice)	unrecorded	no_source_field		
I74	điệp vận / lạc vận	Vietnamese	unrecorded	no_source_field		
X1	韻腳 yùnjiǎo — regulated-verse end rhyme	Chinese (近體詩 regulated verse, Tang)	external	named	no	quality/phonology/ltc.py in this repo (verified: ltc.rhymes('流','樓') → True, tone_class('流') → 1); cls.lib.ntu.edu.tw 唐詩入門; newton.com.tw 押韻
X2	仄聲韻 — oblique-tone rhyme	Chinese (古體詩, 詞)	external	named	no	epochtimes 詩詞常識(四) 押韻; 詞林正韻 (ctext.org)
X3	入聲韻 — entering-tone rhyme	Chinese (詞, 古體詩)	external	named	no	詞林正韻 (19 部: 14 for 平上去, 5 for 入); zhihu 填词押韵
X4	首句入韻 / 借韻 — first-line rhyme and neighbouring-group licence	Chinese (近體詩)	external	named	no	cls.lib.ntu.edu.tw 唐詩入門; newton.com.tw 押韻 (首韻借韻)
X5	一韻到底 — obligatory monorhyme through the whole poem	Chinese (近體詩)	external	named	no	newton.com.tw 押韻 (中間不能換韻); jendow.com.tw 近體詩押韻
X6	換韻 — rhyme change	Chinese (古體詩, 歌行, 詞)	external	named	no	newton.com.tw 古詩詞韻律; 詞林正韻
X7	叶韻 / 平仄通協格 — level and oblique rhyme alternating inside one rhyme group	Chinese (詞)	external	named	no	zhihu 填词押韵有什么讲究 (平仄通协格); 詞林正韻
X8	同用 / 通押 — rhyme-group merging	Chinese (近體詩, 詞, 曲)	external	named	no	quality/phonology/ltc.py GROUP_OF; 詞林正韻; 中原音韻
X9	出韻 / 落韻 — rhyme falling outside the group (fault)	Chinese (近體詩)	external	named	no	newton.com.tw 押韻 (避忌); cls.lib.ntu.edu.tw
X10	撞韻 zhuàngyùn — the non-rhyming line-end colliding with the rhyme (fault)	Chinese (近體詩)	external	named	no	blog.sina.com.cn 什么是挤韵、撞韵、连韵; 163.com 古诗词押韵忌讳谈
X11	擠韻 jǐyùn / 犯韻 / 冒韻 — the rhyme sound leaking into non-rhyme positions (fault)	Chinese (近體詩)	external	named	no	blog.sina.com.cn 什么是挤韵、撞韵、连韵
X12	連韻 liányùn — consecutive rhyme words sharing an onset (fault)	Chinese (近體詩)	external	named	no	blog.sina.com.cn 什么是挤韵、撞韵、连韵
X13	重韻 chóngyùn — same character reused as rhyme (fault)	Chinese (近體詩)	external	named	no	newton.com.tw 押韻 (避忌); 163.com 押韻忌諱談
X14	平仄 template — the line's tone-class pattern	Chinese (近體詩)	external	named	no	quality/phonology/ltc.py prominence_rule; blog.sina.com.cn 近体诗格律 对和粘
X15	對 duì — tonal opposition between the two lines of a couplet	Chinese (近體詩)	external	named	no	blog.sina.com.cn 近体诗格律 对和粘; gmw.cn 怎样学写古诗词之粘对
X16	黏 nián — tonal adhesion across the couplet boundary	Chinese (近體詩)	external	named	no	blog.sina.com.cn 近体诗格律 对和粘; jianshu.com 替，对，粘
X17	孤平 gūpíng — the isolated level tone (fault)	Chinese (近體詩)	external	named	no	zhihu 近体诗声律简明教程; yunqi 詩律 平仄協調
X18	三平調 / 三仄尾 — three level or three oblique tones at the line end (fault)	Chinese (近體詩)	external	named	no	zhihu 近体诗声律简明教程
X19	拗救 àojiù — compensation for a broken tone template	Chinese (近體詩)	external	named	no	zhihu 近体诗声律简明教程; yunqi 詩律
X20	對仗 duìzhàng — the parallel couplet	Chinese (近體詩, esp. couplets 3–4 and 5–6 of a 律詩)	external	named	no	blog.sina.com.cn 近体诗格律; gmw.cn 粘对
X21	雙聲 shuāngshēng — alliterative binome	Chinese (all periods; 詩經 onward)	external	named	yes	Standard Chinese philology (雙聲疊韻); zhihu 近体诗声律; not verified against a primary edition this session
X22	疊韻 diéyùn — rhyming binome	Chinese (all periods)	external	named	yes	Standard Chinese philology (雙聲疊韻); tone requirement NOT verified
X23	疊字 diézì — reduplication	Chinese (詩經 onward; heavy in 詞)	external	named	no	Standard; 李清照 聲聲慢
X24	疊句 diéjù — verbatim line repetition	Chinese (詞, 曲, 樂府)	project	memory	yes	Standard 詞/曲 prosody; not verified against a primary edition this session
X25	頂真 dǐngzhēn — anadiplosis across the line seam	Chinese (詩, 詞, 曲, 民歌)	external	named	no	zhuanlan.zhihu.com 古诗词中的顶真格; blog.sina.com.cn 顶真体诗（联珠体）
X26	迴文 huíwén — palindromic verse	Chinese (蘇軾, 蘇蕙 璇璣圖)	external	named	no	blog.sina.com.cn 顶真体诗 (双句回文); 蘇蕙 璇璣圖
X27	藏頭 cángtóu — acrostic verse	Chinese	project	memory	yes	Standard; not verified against a primary edition this session
X28	和韻 / 次韻 / 用韻 — answering another poet with his rhymes	Chinese (Tang–Song social verse)	external	named	no	newton.com.tw 押韻 (唱和, 次韻, 用韻)
X29	曲 sanqu rhyme — every line rhymes, 中原音韻 granularity	Chinese (元曲 / 散曲)	external	named	yes	中原音韻; 詞林正韻 (ctext.org); not verified against a primary 曲 edition this session
X30	THE ABSENCE OF RHYME IN JAPANESE — and why	Japanese (waka, renga, haikai — native forms)	external	named	no	medium.com/the-universal-artist-guild One Syllable Two Morae; sljfaq.org mora; Sengoku Daimyo Poetry; Korean parallel from encykorea 운율
X31	音数律 — mora count as the organising constraint	Japanese (waka, haiku, chōka, imayō, ryūka)	external	named	no	medium.com One Syllable Two Morae; sljfaq.org mora; tofugu haiku
X32	枕詞 makurakotoba — pillow word	Japanese (Man'yōshū, waka)	external	named	no	japanesewiki.com Makurakotoba; Sengoku Daimyo Poetry
X33	序詞 jokotoba — preface phrase	Japanese (waka)	external	named	no	Wikipedia/dbpedia Jokotoba (via search snippet); Sengoku Daimyo Poetry
X34	掛詞 kakekotoba — pivot word	Japanese (waka, renga, nō)	external	named	no	Wikipedia Kakekotoba (via search snippet); Sengoku Daimyo Poetry
X35	縁語 engo — associated words	Japanese (waka)	project	memory	yes	Standard waka poetics; not verified against a primary edition this session
X36	頭韻 tōin — alliteration	Japanese (norito, kayō, some Man'yōshū, modern verse and advertising)	external	named	no	kotoripiyopiyo.com 日本語ラップ以前にも「韻を踏む」文化は; sheer.jp 韻を踏む (頭韻法)
X37	脚韻 kyakuin — imported end rhyme	Japanese (kanshi, Meiji shintaishi, modern lyric)	external	named	no	kotoripiyopiyo.com; Sengoku Daimyo Poetry
X38	母音韻 — modern Japanese vowel-sequence rhyme	Japanese (hip-hop, modern lyric, from c. 1990)	external	named	no	sheer.jp 韻を踏むとは; rude-alpha.com 韻 種類; asukaksk.hatenablog.com ラップの基本
X39	対句 tsuiku — parallel couplet	Japanese (chōka, norito, senmyō — borrowed from Chinese)	external	named	no	Standard Japanese poetics; Sengoku Daimyo Poetry
X40	折句 oriku — acrostic	Japanese (Ise monogatari かきつばた poem onward)	external	named	no	伊勢物語 9段 (かきつばた); standard
X41	沓冠 kutsukanmuri — double acrostic, head and tail	Japanese (waka)	external	named	yes	Standard waka poetics (沓冠); not verified against a primary edition this session
X42	物名 / 隠題 mono no na — hidden-word poem	Japanese (Kokinshū book 10)	external	named	no	古今集 巻十 物名; standard
X43	本歌取り honkadori — allusive variation	Japanese (Shinkokinshū, Fujiwara no Teika's rules)	external	named	no	藤原定家 詠歌大概 / 近代秀歌; standard
X44	囃子詞 hayashi-kotoba — semantically empty refrain syllables	Japanese (kayō, min'yō, imayō, saibara)	external	named	no	Standard; Korean parallel from journal.kci.go.kr 고려가요 후렴구·여음구
X45	語呂合わせ goroawase — homophone substitution	Japanese (popular, mnemonic, advertising, and in verse as a low register)	external	named	no	news.mynavi.jp 韻を踏むとは; sheer.jp
X46	尻取り shiritori — mora chaining	Japanese (game; also a compositional device in kotobaasobi verse)	external	named	no	Standard; kotoripiyopiyo.com
X47	回文 kaibun — Japanese palindrome	Japanese	project	memory	yes	Standard; not verified against a primary edition this session
X48	去嫌 sarikirai — the renga rules FORBIDDING repetition	Japanese (renga, haikai no renga)	external	named	yes	Standard renga codes (連歌新式, 応安新式); distances NOT verified per category this session
X49	いろは — the pangram constraint	Japanese	external	named	no	いろは歌; standard
X50	THE ABSENCE OF RHYME IN KOREAN — and why	Korean (sijo, gasa, hyangga, Goryeo gayo)	external	named	no	encykorea.aks.ac.kr 운율; kci.go.kr 압운이라는 과제
X51	음보율 eumbo — the metrical foot as the organising unit	Korean (sijo, gasa, minyo)	external	named	no	encykorea.aks.ac.kr 시조; sejongculturalsociety.org sijo structure
X52	시조 종장 제약 — the fixed shape of the sijo's final line	Korean (sijo)	external	named	no	encykorea.aks.ac.kr 시조; sejongculturalsociety.org sijo guide; masterclass sijo
X53	여음구 / 후렴구 — refrain syllables, largely semantically empty	Korean (Goryeo gayo, minyo)	external	named	no	journal.kci.go.kr 고려가요 후렴구·여음구의 구성과 기능; korean.go.kr 가시리 후렴구
X54	두운 duun — alliteration	Korean (occasional, all periods; systematic in modern verse and in 의태어)	external	named	no	encykorea.aks.ac.kr 운율; elearning.kocw.net 현대시의 운율
X55	각운 gagun — end rhyme	Korean (marginal in classical, deliberate in modern verse, systematic in Korean-language 한시? no — see notes)	external	named	no	encykorea.aks.ac.kr 운율; kci.go.kr 압운이라는 과제
X56	요운 yoeun — internal / waist rhyme	Korean (modern verse; occasional classical)	external	named	no	encykorea.aks.ac.kr 운율; elearning.kocw.net 현대시의 운율
X57	동어반복 — word repetition as the primary cohesive device	Korean (all periods)	external	named	no	encykorea.aks.ac.kr 운율 (동어반복, 의태어와 의성어, 호음조, 여음)
X58	대구법 daegubeop — parallel couplet	Korean (sijo, gasa, 한시 by Korean authors)	external	named	no	encykorea.aks.ac.kr 시조; standard
X59	의성어 · 의태어 with vowel-harmony ablaut	Korean (all periods; extremely productive)	external	named	no	encykorea.aks.ac.kr 운율 (의성어와 의태어); namu.wiki 한국어/특징
X60	첩어 — reduplication	Korean	external	named	no	Standard; encykorea 운율
X61	향가 낙구 감탄사 — the fixed exclamation opening the final couplet	Korean (10-line hyangga)	external	named	no	encykorea.aks.ac.kr 향가; studocu 향가와 고려가요 정리
X62	한시 by Korean authors — the Chinese system imported wholesale	Korean (composed in Literary Chinese)	project	memory	yes	Standard; not verified against a Sino-Korean reading table this session
X63	라임 — modern Korean rap rhyme	Korean (from c. 1990)	project	memory	yes	General knowledge of the genre; NOT verified against a source this session — flagged
X64	rima perfetta / consonante	Italian	external	named	no	treccani.it Rima (Enciclopedia dell'Italiano); letteratour.it Dizionario di metrica italiana
X65	rima piana (parossitona)	Italian	external	named	no	treccani.it Rima; skuola.net metrica
X66	rima tronca (ossitona)	Italian	external	named	no	treccani.it Rima; letteratour.it
X67	rima sdrucciola (proparossitona)	Italian	external	named	no	treccani.it Rima; skuola.net
X68	rima bisdrucciola	Italian	external	named	no	letteratour.it Dizionario di metrica
X69	rima ipermetra (eccedente)	Italian (Pascoli, then Montale)	external	named	no	treccani.it Rima; letteratour.it; dizionario.internazionale.it rima ipermetra
X70	rima ricca	Italian	external	named	no	skuola.net Esplorazione delle rime; treccani.it Rima
X71	rima inclusiva	Italian	external	named	no	skuola.net; letteratour.it
X72	rima equivoca	Italian (Dante, Petrarch)	external	named	no	skuola.net; treccani.it Rima
X73	rima identica	Italian (Dante)	external	named	no	skuola.net; treccani.it Rima
X74	rima derivativa	Italian	external	named	no	skuola.net; treccani.it Rima
X75	rima grammaticale	Italian	external	named	no	skuola.net; treccani.it Rima
X76	rima composta / franta / spezzata / rotta	Italian (Dante)	external	named	yes	skuola.net; letteratour.it (rima composita o franta, rotta, spezzata); TERM AMBIGUITY unresolved
X77	rima siciliana	Italian (from the Sicilian School; licensed throughout the tradition)	external	named	no	skuola.net (una e chiusa rima con una i, una o chiusa con una u); treccani.it Rima
X78	assonanza	Italian (medieval; revived by Pascoli, Ungaretti, Montale)	external	named	no	library.weschool.com metrica italiana; treccani.it Rima
X79	consonanza	Italian	external	named	no	library.weschool.com; treccani.it Rima
X80	rima imperfetta / quasi-rima	Italian (modern)	external	named	no	library.weschool.com; treccani.it Rima
X81	rima al mezzo / rimalmezzo	Italian (canzone, Petrarch; Leopardi)	external	named	no	letteratour.it (parola finale di un verso con una parola a metà del verso successivo); treccani.it Rima
X82	rima interna	Italian	external	named	no	treccani.it Rima; library.weschool.com
X83	rima per l'occhio	Italian (rare)	external	named	yes	treccani.it Rima; open/close e-o instance NOT verified against a manual this session
X84	parola-rima (sestina)	Italian (Dante, Petrarch; from Arnaut Daniel)	external	named	no	treccani.it Rima; letteratour.it; Arnaut Daniel
X85	rima irrelata	Italian (canzone)	external	named	no	treccani.it Rima; Occitan rims estramps (same object)
X86	rima in eco / rima replicata	Italian	external	named	no	letteratour.it; treccani.it Rima
X87	rima aspra (rime petrose)	Italian (Dante's rime petrose)	project	memory	yes	Standard Dante criticism; not verified against a metrics manual this session
X88	rima baciata / alternata / incrociata / incatenata / invertita / replicata	Italian	external	named	no	library.weschool.com metrica italiana; skuola.net
X89	rima consonante	Spanish	external	named	no	escritores.org rima consonante y asonante; concepto.de rima asonante
X90	rima asonante	Spanish	external	named	no	lasnuevemusas.com La rima asonante; concepto.de; lifeder.com rima asonante
X91	rima aguda (oxítona)	Spanish	external	named	no	concepto.de; escritores.org
X92	rima llana / grave (paroxítona)	Spanish	external	named	no	concepto.de; escritores.org
X93	rima esdrújula (proparoxítona)	Spanish	external	named	no	lasnuevemusas.com; concepto.de
X94	versos de cabo roto — apocopated rhyme	Spanish (Álvarez de Soria 1603; Cervantes, Quijote preliminaries)	external	named	no	cvc.cervantes.es Los versos de cabo roto en el Quijote; lenguaurelio.blogspot.com; airesgalegos forum
X95	rima pobre / rima rica	Spanish	external	named	no	portugues.com.br (Portuguese equivalent, same criterion); normaculta.com.br; Spanish manuals concur
X96	rima del mismo vocablo	Spanish	external	named	no	Standard Spanish preceptiva; escritores.org
X97	rima en eco	Spanish (Baroque; Góngora, Calderón)	external	named	no	Standard Spanish preceptiva; letteratour.it for the Italian cognate
X98	estribillo / mudanza / verso de vuelta (zéjel, villancico)	Spanish (zéjel from the Andalusi moaxaja; villancico)	external	named	no	hispanoteca.eu ZÉJEL; edu.xunta.gal Lírica castellana; xunta VILLANCICO pdf
X99	romance assonance — even lines only	Spanish (romancero, from the 14th c.)	external	named	no	Standard; edu.xunta.gal Lírica castellana
X100	seguidilla assonance	Spanish	external	named	no	edu.xunta.gal Lírica castellana; standard
X101	aliteración	Spanish	external	named	no	Standard Spanish retórica; Sinesio Delgado / Zorrilla exempla
X102	similicadencia	Spanish (retórica)	project	memory	yes	Standard Spanish retórica; not verified against a manual this session
X103	paronomasia	Spanish (and all Romance)	unrecorded	appeal	no	Standard Spanish retórica
X104	calambur	Spanish (Quevedo)	external	named	no	Standard Spanish retórica; Quevedo exempla
X105	derivación / políptoton	Spanish (and all Romance)	unrecorded	appeal	no	Standard Spanish retórica; Occitan and Galician-Portuguese cognates verified separately
X106	retruécano / quiasmo	Spanish	external	named	no	Standard Spanish retórica; Quevedo
X107	anáfora / epífora / concatenación	Spanish (and all Romance)	project	module	no	Standard Spanish retórica; quality/features.py anaphora in this repo
X108	verso suelto / verso blanco / verso libre	Spanish	external	named	no	Standard Spanish preceptiva; edu.xunta.gal
X109	acróstico	Spanish (Celestina's prologue verses)	external	named	no	La Celestina, versos acrósticos; standard
X110	rima consoante	Portuguese	external	named	no	normaculta.com.br Classificação de rimas; portugues.com.br Rimas pobres, ricas, raras
X111	rima toante / assoante	Portuguese	external	named	no	ciberduvidas.iscte-iul.pt Rima toante vs. rima soante; normaculta.com.br
X112	rima aguda / grave / esdrúxula	Portuguese	external	named	no	normaculta.com.br; daaula.blogspot.com Rimas
X113	rima rica / rima pobre	Portuguese	external	named	no	ciberduvidas.iscte-iul.pt Rima rica e rima pobre; portugues.com.br; normaculta.com.br
X114	rima rara / preciosa	Portuguese	external	named	no	portugues.com.br Rimas pobres, ricas e raras; normaculta.com.br
X115	nasal rhyme agreement	Portuguese	external	named	yes	normaculta.com.br; -ão/-am equivalence standard; -ão/-ã licence NOT verified
X116	rima interna	Portuguese	external	named	no	daaula.blogspot.com Rimas; normaculta.com.br
X117	rima ecoada / rima em eco	Portuguese	external	named	yes	daaula.blogspot.com Rimas (listed); definition NOT verified
X118	refrán — cantiga de refram vs cantiga de meestria	Galician-Portuguese (cantigas, 12th–14th c.)	external	named	no	ciberduvidas.iscte-iul.pt O paralelismo nas cantigas de amigo; prof-augustosousa.blogspot.com Tipos de Cantigas
X119	leixa-pren	Galician-Portuguese (cantigas de amigo)	external	named	no	portugues-fcr.blogspot.com O leixa-pren da cantiga de amigo; ciberduvidas.iscte-iul.pt
X120	paralelismo (perfeito) with rhyme substitution	Galician-Portuguese (cantigas de amigo)	external	named	no	ciberduvidas.iscte-iul.pt O paralelismo nas cantigas de amigo; sentirportugus.blogspot.com; portugues-fcr.blogspot.com Paralelismo perfeito
X121	dobre	Galician-Portuguese (cantigas de amor, from Occitan practice)	external	named	no	edtl.fcsh.unl.pt DOBRE; infopedia.pt dobre; ciberduvidas Sobre dobre, mozdobre e coplas
X122	mordobre / mozdobre	Galician-Portuguese (cantigas)	external	named	no	infopedia.pt mordobre; ciberduvidas.iscte-iul.pt Sobre dobre, mozdobre e coplas
X123	fiinda / finda	Galician-Portuguese (cantigas)	external	named	no	prof-augustosousa.blogspot.com Tipos de Cantigas; ciberduvidas; standard
X124	palavra perduda	Galician-Portuguese (cantigas)	project	memory	yes	Standard Galician-Portuguese metrics terminology; frequency NOT verified
X125	mote e glosa	Portuguese (cancioneiro, 15th–16th c.)	external	named	yes	Standard; Camões and Sá de Miranda practice; not verified against an edition this session
X126	rima emparelhada / alternada / interpolada / encadeada / misturada	Portuguese	external	named	no	normaculta.com.br Classificação de rimas; daaula.blogspot.com
X127	aliteração / assonância (as figures)	Portuguese	external	named	no	normaculta.com.br; standard
X128	verso branco / verso solto	Portuguese	external	named	no	normaculta.com.br; standard
X129	rime pauvre	French	external	named	no	Standard French versification; etudes-litteraires.com Vocabulaire de la poésie: la rime
X130	rime suffisante	French	external	named	no	etudes-litteraires.com; the vowel-final case NOT resolved
X131	rime riche	French	external	named	no	etudes-litteraires.com Vocabulaire de la poésie; standard
X132	rime léonine	French (and medieval Latin)	external	named	no	etudes-litteraires.com; databac.fr rime glossary; medieval Latin sense standard
X133	rime masculine	French	external	named	no	etudes-litteraires.com; spafenlorraine.unblog.fr L'alternance; darius-hyperion.over-blog.com
X134	rime féminine	French	external	named	no	etudes-litteraires.com; darius-hyperion.over-blog.com Essai sur la rime
X135	règle de l'alternance des rimes	French (Molinet late 15th c.; Ronsard and the Pléiade recommend; Malherbe makes it law)	external	named	no	spafenlorraine.unblog.fr 3/ L'alternance; darius-hyperion.over-blog.com; books.openedition.org Histoire du vers français V ch. IV
X136	rime pour l'œil / the orthographic-agreement rule	French (classical, Malherbe onward)	external	named	no	etudes-litteraires.com Vocabulaire de la poésie; standard classical rule
X137	rime normande	French (licensed archaism)	external	named	no	etudes-litteraires.com; standard
X138	rime équivoquée	French (Grands Rhétoriqueurs, 15th–16th c.)	external	named	no	databac.fr rime glossary (la dernière syllabe de chaque vers est reprise en une autre signification au commencement ou à la fin du vers qui suit)
